,Unnamed: 0,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,School_x,Total_x,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,Job Title_Cntrl Office Security Officer,Job Title_K-8 Counseling Specialist,School Name_x,Status as of 2014,Status as of 2019,Attendance,5YR Grad Rate,School_y,Total_y,White No,White Pct,African American No,African American Pct,Asian/Pacific Islander No,Asian/Pacific Islander Pct,Native American/Alaskan No,Native American/Alaskan Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian/Pacific Islander No,Hawaiian/Pacific Islander Pct,Not Available No,Not Available Pct,School Name_y,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
97,97,2013,46391,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,2,3,3,609761,CORLISS HS,George H Corliss High School,558,3,0.0054,135,0.2419,536,0.9606,0,0,CORLISS HS,,,78.1,51.3,Corliss HS,558.0,1.0,0.2,544.0,97.5,0.0,0.0,1.0,0.2,10.0,1.8,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,CORLISS HS,2013.0,588.0,96.0,438.0,54.0,596.0,101.4,131.0,22.3,24.99,82.0,15.6,1.89,465.0,79.1,88.72,231.0,44.1,2.59,144.0,24.5,27.47,106.0,20.2,1.0,0.19
98,98,2014,46391,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609761,CORLISS HS,George H Corliss High School,497,7,0.014084507042254,130,0.26156941649899396,479,0.9637826961770619,0,0,CORLISS HS,,,79.9,48.1,,497.0,1.0,0.2,481.0,96.8,0.0,0.0,1.0,0.2,12.0,2.4,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,CORLISS HS,2014.0,382.0,132.0,201.0,49.0,346.0,90.6,89.0,23.3,19.48,68.0,14.9,1.11,257.0,67.3,56.26,147.0,32.2,2.42,42.0,11.0,9.19,39.0,8.5,1.0,0.22
99,99,2015,46391,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,1,2,1,609761,CORLISS HS,George H Corliss High School,421,5,0.0119,109,0.2589,409,0.9715,0,0,CORLISS HS,,,80.2,59.9,CORLISS HS,421.0,0.0,0.0,410.0,97.4,0.0,0.0,1.0,0.2,8.0,1.9,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,CORLISS HS,2015.0,280.0,68.0,152.0,60.0,111.0,39.6,26.0,9.3,6.3,23.0,5.6,1.08,85.0,30.4,20.59,65.0,15.7,2.33,98.0,35.0,23.74,75.0,18.2,0.0,0.0
101,101,2012,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,503,15,0.0298,77,0.1531,418,0.831,0,0,CHICAGO ACADEMY HS,,,93.6,69.9,Chicago Acad HS,503.0,90.0,17.9,117.0,23.3,0.0,0.0,1.0,0.2,270.0,53.7,7.0,1.4,16.0,3.2,0.0,0.0,2.0,0.4,CHGO ACAD HS,2012.0,1968.0,1653.0,310.0,5.0,595.0,30.2,521.0,26.5,107.27,173.0,35.6,1.1,74.0,3.8,15.24,47.0,9.7,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,2013,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,517,27,0.0522,87,0.1683,438,0.8472,0,0,CHICAGO ACADEMY HS,,,92.7,72.3,Chicago Acad HS,517.0,105.0,20.3,101.0,19.5,0.0,0.0,2.0,0.4,280.0,54.2,8.0,1.5,21.0,4.1,0.0,0.0,0.0,0.0,CHGO ACAD HS,2013.0,811.0,449.0,355.0,7.0,564.0,69.5,489.0,60.3,97.34,191.0,38.0,1.06,75.0,9.2,14.93,47.0,9.4,2.17,1.0,0.1,0.2,1.0,0.2,0.0,0.0
103,103,2014,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,2,610340,CHICAGO ACADEMY HS,Chicago Academy High School,518,27,0.052123552123552,90,0.173745173745174,440,0.8494208494208491,0,0,CHICAGO ACADEMY HS,,,93.2,75.4,,518.0,112.0,21.6,89.0,17.2,0.0,0.0,3.0,0.6,284.0,54.8,7.0,1.4,22.0,4.2,1.0,0.2,0.0,0.0,CHGO ACAD HS,2014.0,78.0,4.0,72.0,2.0,77.0,98.7,6.0,7.7,1.18,6.0,1.2,1.33,71.0,91.0,13.98,44.0,8.7,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,2015,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,526,30,0.057,94,0.1787,446,0.8479,0,0,CHICAGO ACADEMY HS,,,91.5,81.7,CHGO ACAD HS,526.0,120.0,22.8,82.0,15.6,0.0,0.0,2.0,0.4,287.0,54.6,8.0,1.5,25.0,4.8,1.0,0.2,1.0,0.2,CHGO ACAD HS,2015.0,204.0,68.0,120.0,16.0,206.0,101.0,157.0,77.0,30.33,113.0,21.8,1.29,49.0,24.0,9.47,39.0,7.5,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,2012,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,908,10,0.011000000000000001,43,0.0474,678,0.7467,0,0,LINDBLOM HS,,,94.1,78.0,Lindblom MSHS,908.0,19.0,2.1,646.0,71.1,0.0,0.0,4.0,0.4,223.0,24.6,7.0,0.8,7.0,0.8,2.0,0.2,0.0,0.0,LINDBLOM HS,2012.0,41.0,3.0,31.0,7.0,38.0,92.7,0.0,0.0,0.0,0.0,0.0,0.0,38.0,92.7,4.17,35.0,3.8,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,2013,46511,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1038,7,0.0067,53,0.0511,748,0.7206,0,0,LINDBLOM HS,,,93.3,79.8,Lindblom MSHS,1038.0,20.0,1.9,723.0,69.7,0.0,0.0,3.0,0.3,269.0,25.9,7.0,0.7,12.0,1.2,2.0,0.2,2.0,0.2,LINDBLOM HS,2013.0,56.0,2.0,37.0,17.0,53.0,94.6,2.0,3.6,0.19,2.0,0.2,3.5,51.0,91.1,4.95,40.0,3.9,4.25,5.0,8.9,0.49,4.0,0.4,0.0,0.0
109,109,2014,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1156,9,0.007785467128028001,55,0.04757785467128,798,0.6903114186851209,0,0,LINDBLOM HS,,,93.4,81.6,,1156.0,27.0,2.3,800.0,69.2,0.0,0.0,3.0,0.3,297.0,25.7,8.0,0.7,16.0,1.4,2.0,0.2,3.0,0.3,LINDBLOM HS,2014.0,67.0,2.0,49.0,16.0,57.0,85.1,4.0,6.0,0.35,4.0,0.4,2.75,53.0,79.1,4.64,36.0,3.2,3.08,1.0,1.5,0.09,1.0,0.1,0.0,0.0
110,110,2015,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1175,14,0.0119,57,0.0485,793,0.6749,0,0,LINDBLOM HS,,,93.3,90.8,LINDBLOM HS,1175.0,23.0,2.0,827.0,70.4,0.0,0.0,3.0,0.3,290.0,24.7,9.0,0.8,18.0,1.5,2.0,0.2,3.0,0.3,LINDBLOM HS,2015.0,42.0,10.0,25.0,7.0,25.0,59.5,4.0,9.5,0.34,4.0,0.3,3.0,21.0,50.0,1.8,19.0,1.6,3.33,1.0,2.4,0.09,1.0,0.1,0.0,0.0
112,112,2012,47031,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,455,0,0.0,121,0.2659,448,0.9846,0,0,HIRSCH HS,,,80.7,43.0,Hirsch HS,455.0,0.0,0.0,454.0,99.8,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIRSCH HS,2012.0,1408.0,872.0,410.0,126.0,1373.0,97.5,1098.0,78.0,247.62,288.0,64.9,2.1,275.0,19.5,62.02,163.0,36.8,4.44,63.0,4.5,14.21,54.0,12.2,7.0,1.58
113,113,2013,47031,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,389,1,0.0026,112,0.2879,379,0.9743,0,0,HIRSCH HS,,,65.7,50.0,Hirsch HS,389.0,0.0,0.0,387.0,99.5,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIRSCH HS,2013.0,399.0,102.0,195.0,102.0,394.0,98.7,88.0,22.1,27.2,67.0,20.7,1.29,306.0,76.7,94.58,168.0,51.9,3.43,7.0,1.8,2.16,7.0,2.2,0.0,0.0
114,114,2014,47031,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,273,1,0.003663003663004,78,0.28571428571428603,265,0.9706959706959709,0,0,HIRSCH HS,,,68.4,43.1,,273.0,1.0,0.4,270.0,98.9,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIRSCH HS,2014.0,1223.0,997.0,172.0,54.0,1207.0,98.7,727.0,59.4,305.62,207.0,87.0,1.35,480.0,39.2,201.79,181.0,76.1,2.51,11.0,0.9,4.62,10.0,4.2,0.0,0.0
115,115,2015,47031,0,0,0,4,1,0,5,3,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,201,0,0.0,68,0.3383,200,0.995,0,0,HIRSCH HS,,,74.3,49.1,HIRSCH HS,201.0,2.0,1.0,197.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HIRSCH HS,2015.0,746.0,535.0,178.0,33.0,387.0,51.9,282.0,37.8,159.67,109.0,61.7,1.12,105.0,14.1,59.45,71.0,40.2,2.73,30.0,4.0,16.99,23.0,13.0,1.0,0.57
117,117,2012,47041,0,0,0,14,0,0,14,14,0,0,0,0,0,0,0,3,3,3,609723,MARSHALL HS,John Marshall Metropolitan High School,730,1,0.0014,172,0.2356,692,0.9479,0,0,MARSHALL HS,,,77.4,47.5,Marshall HS,730.0,0.0,0.0,719.0,98.5,0.0,0.0,0.0,0.0,6.0,0.8,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,MARSHALL HS,2012.0,1851.0,1125.0,623.0,103.0,1183.0,63.9,609.0,32.9,88.87,331.0,48.3,1.1,574.0,31.0,83.76,315.0,46.0,3.13,21.0,1.1,3.06,19.0,2.8,9.0,1.31
118,118,2013,47041,0,0,0,17,0,0,17,16,0,0,0,0,0,0,0,2,2,1,609723,MARSHALL HS,John Marshall Metropolitan High School,677,1,0.0015,157,0.2319,653,0.9645,0,0,MARSHALL HS,,,75.1,39.0,Marshall HS,677.0,0.0,0.0,663.0,97.9,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.9,0.0,0.0,0.0,0.0,1.0,0.1,MARSHALL HS,2013.0,2158.0,866.0,1198.0,94.0,1387.0,64.3,684.0,31.7,111.89,319.0,52.2,1.08,703.0,32.6,114.99,342.0,55.9,2.13,23.0,1.1,3.76,22.0,3.6,5.0,0.82
119,119,2014,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,John Marshall Metropolitan High School,624,1,0.0016025641025639997,164,0.262820512820513,493,0.7900641025641021,0,0,MARSHALL HS,,,81.3,43.9,,624.0,1.0,0.2,606.0,97.1,0.0,0.0,0.0,0.0,12.0,1.9,3.0,0.5,1.0,0.2,0.0,0.0,1.0,0.2,MARSHALL HS,2014.0,1481.0,561.0,850.0,70.0,894.0,60.4,407.0,27.5,73.41,248.0,44.7,1.49,487.0,32.9,87.84,284.0,51.2,2.82,53.0,3.6,9.56,49.0,8.8,1.0,0.18
120,120,2015,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,John Marshall Metropolitan High School,514,1,0.0019,135,0.2626,431,0.8385,0,0,MARSHALL HS,,,86.4,39.7,MARSHALL HS,514.0,0.0,0.0,507.0,98.6,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,MARSHALL HS,2015.0,2131.0,885.0,1165.0,81.0,1530.0,71.8,1188.0,55.7,271.2,361.0,82.4,1.29,342.0,16.0,78.07,184.0,42.0,2.22,47.0,2.2,10.73,42.0,9.6,0.0,0.0
121,121,2013,47061,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,Nicholas Senn High School,1045,165,0.1579,119,0.1139,944,0.9033,0,0,SENN HS,,,91.0,53.4,Senn HS,1045.0,83.0,7.9,306.0,29.3,0.0,0.0,5.0,0.5,472.0,45.2,31.0,3.0,139.0,13.3,5.0,0.5,4.0,0.4,SENN HS,2013.0,2533.0,1518.0,891.0,124.0,1408.0,55.6,1095.0,43.2,107.33,397.0,38.9,1.08,313.0,12.4,30.68,178.0,17.4,2.26,147.0,5.8,14.41,100.0,9.8,2.0,0.2
122,122,2014,47061,0,0,0,1,2,0,3,3,0,0,0,1,0,0,0,3,4,4,609730,SENN HS,Nicholas Senn High School,1162,123,0.10585197934595501,129,0.11101549053356301,1032,0.8881239242685028,0,0,SENN HS,,,91.7,54.6,,1162.0,108.0,9.3,327.0,28.1,0.0,0.0,5.0,0.4,521.0,44.8,33.0,2.8,161.0,13.9,6.0,0.5,1.0,0.1,SENN HS,2014.0,1969.0,1133.0,753.0,83.0,1197.0,60.8,980.0,49.8,84.98,374.0,32.4,1.11,217.0,11.0,18.82,126.0,10.9,2.23,115.0,5.8,9.97,87.0,7.5,0.0,0.0
123,123,2014,47061,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609730,SENN HS,Nicholas Senn High School,1162,123,0.10585197934595501,129,0.11101549053356301,1032,0.8881239242685028,0,0,SENN HS,,,91.7,54.6,,1162.0,108.0,9.3,327.0,28.1,0.0,0.0,5.0,0.4,521.0,44.8,33.0,2.8,161.0,13.9,6.0,0.5,1.0,0.1,SENN HS,2014.0,1969.0,1133.0,753.0,83.0,1197.0,60.8,980.0,49.8,84.98,374.0,32.4,1.11,217.0,11.0,18.82,126.0,10.9,2.23,115.0,5.8,9.97,87.0,7.5,0.0,0.0
124,124,2015,47061,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,Nicholas Senn High School,1281,187,0.146,147,0.1148,1120,0.8743,0,0,SENN HS,,,92.2,72.3,SENN HS,1281.0,130.0,10.1,356.0,27.8,0.0,0.0,3.0,0.2,572.0,44.7,34.0,2.7,173.0,13.5,11.0,0.9,2.0,0.2,SENN HS,2015.0,2265.0,1302.0,863.0,100.0,1201.0,53.0,988.0,43.6,78.4,368.0,29.2,1.08,213.0,9.4,16.9,118.0,9.4,2.22,110.0,4.9,8.73,74.0,5.9,1.0,0.08
126,126,2012,47081,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1635,22,0.0135,147,0.0899,1302,0.7963,0,0,VON STEUBEN HS,,,89.6,85.4,Von Steuben HS,1635.0,357.0,21.8,259.0,15.8,0.0,0.0,20.0,1.2,774.0,47.3,29.0,1.8,193.0,11.8,3.0,0.2,0.0,0.0,VON STEUBEN HS,2012.0,209.0,72.0,99.0,38.0,209.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,100.0,13.01,145.0,9.0,2.39,46.0,22.0,2.86,41.0,2.6,0.0,0.0
127,127,2013,47081,0,0,0,8,1,0,9,8,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1654,13,0.0079,167,0.10099999999999999,1288,0.7787,0,0,VON STEUBEN HS,,,92.0,79.9,Von Steuben HS,1654.0,334.0,20.2,231.0,14.0,0.0,0.0,13.0,0.8,839.0,50.7,28.0,1.7,206.0,12.5,3.0,0.2,0.0,0.0,VON STEUBEN HS,2013.0,552.0,278.0,218.0,56.0,153.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,153.0,27.7,9.43,101.0,6.2,3.1,74.0,13.4,4.56,61.0,3.8,0.0,0.0
128,128,2014,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1666,24,0.014405762304922,152,0.091236494597839,1315,0.7893157262905159,0,0,VON STEUBEN HS,,,92.4,88.2,,1666.0,316.0,19.0,194.0,11.6,0.0,0.0,10.0,0.6,883.0,53.0,30.0,1.8,227.0,13.6,4.0,0.2,2.0,0.1,VON STEUBEN HS,2014.0,547.0,301.0,199.0,47.0,139.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,139.0,25.4,8.47,93.0,5.7,2.76,90.0,16.5,5.48,71.0,4.3,1.0,0.06
129,129,2015,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1687,28,0.0166,142,0.0842,1320,0.7825,0,0,VON STEUBEN HS,,,93.2,86.0,VON STEUBEN HS,1687.0,312.0,18.5,199.0,11.8,0.0,0.0,9.0,0.5,911.0,54.0,27.0,1.6,225.0,13.3,2.0,0.1,2.0,0.1,VON STEUBEN HS,2015.0,166.0,45.0,90.0,31.0,100.0,60.2,45.0,27.1,2.71,36.0,2.2,1.02,55.0,33.1,3.31,49.0,2.9,2.22,53.0,31.9,3.19,46.0,2.8,0.0,0.0
131,131,2012,47101,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,10,10,8,609755,YOUNG HS,Whitney M Young Magnet High School,2165,18,0.0083,136,0.0628,986,0.4554,0,0,YOUNG HS,,,95.5,91.1,Young Magnet HS,2165.0,641.0,29.6,567.0,26.2,0.0,0.0,10.0,0.5,479.0,22.1,91.0,4.2,377.0,17.4,0.0,0.0,0.0,0.0,YOUNG HS,2012.0,194.0,43.0,119.0,32.0,115.0,59.3,30.0,15.5,1.39,22.0,1.0,1.3,85.0,43.8,3.95,49.0,2.3,2.51,5.0,2.6,0.23,4.0,0.2,0.0,0.0
132,132,2013,47101,0,0,0,3,4,0,7,6,0,0,0,0,0,0,0,10,10,7,609755,YOUNG HS,Whitney M Young Magnet High School,2203,21,0.0095,158,0.0717,1036,0.4703,0,0,YOUNG HS,,,93.7,94.4,Young Magnet HS,2203.0,647.0,29.4,552.0,25.1,1.0,0.0,10.0,0.5,536.0,24.3,85.0,3.9,368.0,16.7,1.0,0.0,3.0,0.1,YOUNG HS,2013.0,101.0,19.0,64.0,18.0,91.0,90.1,30.0,29.7,1.37,26.0,1.2,1.17,61.0,60.4,2.79,53.0,2.4,3.36,4.0,4.0,0.18,4.0,0.2,0.0,0.0
133,133,2014,47101,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,Whitney M Young Magnet High School,2196,31,0.014116575591986,155,0.070582877959927,890,0.40528233151184,0,0,YOUNG HS,,,95.1,93.3,,2196.0,664.0,30.2,532.0,24.2,0.0,0.0,7.0,0.3,589.0,26.8,79.0,3.6,322.0,14.7,3.0,0.1,0.0,0.0,YOUNG HS,2014.0,107.0,30.0,63.0,14.0,103.0,96.3,40.0,37.4,1.84,39.0,1.8,1.1,63.0,58.9,2.89,48.0,2.2,2.9,6.0,5.6,0.28,6.0,0.3,0.0,0.0
134,134,2015,47101,0,0,0,4,3,0,7,6,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,Whitney M Young Magnet High School,2209,24,0.0109,155,0.0702,917,0.4151,0,0,YOUNG HS,,,94.4,91.4,YOUNG HS,2209.0,636.0,28.8,539.0,24.4,0.0,0.0,5.0,0.2,610.0,27.6,79.0,3.6,328.0,14.8,4.0,0.2,8.0,0.4,YOUNG HS,2015.0,174.0,105.0,61.0,8.0,66.0,37.9,36.0,20.7,1.64,29.0,1.3,1.17,30.0,17.2,1.37,24.0,1.1,2.1,2.0,1.1,0.09,2.0,0.1,0.0,0.0
136,136,2012,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,1,609745,SOUTHSIDE HS,Southside Occupational Academy High School,201,13,0.0647,201,1.0,200,0.995,0,0,SOUTHSIDE HS,,,87.8,53.2,Southside Occp HS,201.0,7.0,3.5,155.0,77.1,0.0,0.0,1.0,0.5,36.0,17.9,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,SOUTHSIDE HS,2012.0,45.0,10.0,28.0,7.0,35.0,77.8,2.0,4.4,1.0,2.0,1.0,1.0,33.0,73.3,16.5,16.0,8.0,2.09,3.0,6.7,1.5,2.0,1.0,0.0,0.0
137,137,2013,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,2,609745,SOUTHSIDE HS,Southside Occupational Academy High School,202,15,0.0743,202,1.0,194,0.9604,0,0,SOUTHSIDE HS,,,89.0, ,Southside Occp HS,202.0,8.0,4.0,155.0,76.7,0.0,0.0,0.0,0.0,37.0,18.3,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,SOUTHSIDE HS,2013.0,69.0,28.0,22.0,19.0,44.0,63.8,5.0,7.2,2.62,5.0,2.6,1.4,39.0,56.5,20.47,22.0,11.5,2.0,2.0,2.9,1.05,1.0,0.5,0.0,0.0
138,138,2014,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,3,609745,SOUTHSIDE HS,Southside Occupational Academy High School,228,29,0.12719298245614,228,1.0,206,0.9035087719298249,0,0,SOUTHSIDE HS,,,89.4,39.2,,228.0,7.0,3.1,175.0,76.8,0.0,0.0,0.0,0.0,44.0,19.3,0.0,0.0,0.0,0.0,2.0,0.9,0.0,0.0,SOUTHSIDE HS,2014.0,26.0,2.0,13.0,11.0,20.0,76.9,5.0,19.2,2.41,5.0,2.4,2.6,15.0,57.7,7.24,10.0,4.8,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,2015,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,2,2,609745,SOUTHSIDE HS,Southside Occupational Academy High School,206,18,0.0874,206,1.0,195,0.9466,0,0,SOUTHSIDE HS,,,89.7,45.9,SOUTHSIDE HS,206.0,9.0,4.4,158.0,76.7,0.0,0.0,0.0,0.0,39.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE HS,2015.0,27.0,16.0,3.0,8.0,12.0,44.4,1.0,3.7,0.52,1.0,0.5,1.0,11.0,40.7,5.73,11.0,5.7,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,2012,50161,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610378,CRANE AA,Crane Achievement Academy High School,162,0,0.0,18,0.1111,162,1.0,0,0,CRANE AA,Closed,Closed,54.7,29.0,Crane AA HS,162.0,0.0,0.0,160.0,98.8,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,CRANE AA,2012.0,344.0,192.0,117.0,35.0,255.0,74.1,36.0,10.5,25.08,30.0,20.9,2.19,219.0,63.7,152.54,92.0,64.1,3.79,1.0,0.3,0.7,1.0,0.7,0.0,0.0
143,143,2012,50181,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609743,PHILLIPS AA HS,Phillips Achievement Academy High School,67,0,0.0,8,0.1194,65,0.9701,0,0,PHILLIPS AA HS,Closed,Closed,32.8,24.1,Phillips AA HS,67.0,0.0,0.0,52.0,77.6,0.0,0.0,0.0,0.0,14.0,20.9,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,PHILLIPS AA HS,2012.0,77.0,5.0,68.0,4.0,77.0,100.0,1.0,1.3,1.85,1.0,1.8,1.0,76.0,98.7,140.36,37.0,68.3,3.33,1.0,1.3,1.85,1.0,1.8,0.0,0.0
146,146,2012,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609706,FENGER AA HS,Fenger Achievement Academy High School,85,0,0.0,8,0.0941,84,0.9882,0,0,FENGER AA HS,Closed,Closed,74.7,23.4,Fenger AA HS,85.0,0.0,0.0,84.0,98.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,FENGER AA HS,2012.0,323.0,223.0,94.0,6.0,297.0,92.0,196.0,60.7,256.92,59.0,77.3,1.32,101.0,31.3,132.39,50.0,65.5,4.81,6.0,1.9,7.86,6.0,7.9,0.0,0.0
147,147,2012,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609705,FENGER HS,Christian Fenger Academy High School,688,2,0.0029,140,0.2035,676,0.9826,0,0,FENGER HS,,,77.9,43.9,Fenger  HS,688.0,0.0,0.0,679.0,98.7,0.0,0.0,1.0,0.1,7.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,FENGER HS,2012.0,2548.0,1704.0,718.0,126.0,1933.0,75.9,1371.0,53.8,229.0,438.0,73.2,1.29,562.0,22.1,93.87,285.0,47.6,4.43,67.0,2.6,11.19,59.0,9.9,10.0,1.67
148,148,2013,50191,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,609705,FENGER HS,Christian Fenger Academy High School,508,2,0.0039,108,0.2126,503,0.9902,0,0,FENGER HS,,,80.3,50.5,Fenger  HS,508.0,0.0,0.0,498.0,98.0,0.0,0.0,1.0,0.2,7.0,1.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,FENGER HS,2013.0,2659.0,1581.0,914.0,164.0,1755.0,66.0,1191.0,44.8,260.11,345.0,75.3,1.42,564.0,21.2,123.18,239.0,52.2,4.52,48.0,1.8,10.48,40.0,8.7,6.0,1.31
